letter,page,drug_name,sanskrit_name,transliteration,ref_drug_name,botanical_correlation,status,discussion,reference
S,7,Sukanasa,शुकनासा,śukanāsā,शुकनासा,Ficus krishnae C. DC.,?,?,[1]
S,7,Sumukha,सुमुख,sumukha,सुमुख,Ocimum sp.,Suggested source,Most probably considered as a source,[1]
S,7,Sunisannaka,सुनिषण्णक,suniṣaṇṇaka,सुनिषण्णक,Marsilea minuta Linn.,,,[3]
S,7,Sunisannaka,सुनिषण्णक,suniṣaṇṇaka,सुनिषण्णक,Marsilea minuta Linn.,,,[4]
S,7,Sunisannaka,सुनिषण्णक,suniṣaṇṇaka,सुनिषण्णक,Marsilea minuta Linn.,Accepted source,In Caraka samhita it has been cited under the 'Saka varga'; In different diseased condition its leaves are said to be wholesome; Similarly in Susruta samhita it has been mentioned similarly; Its identified with this species,[5]
S,7,Sunisannaka,सुनिषण्णक,suniṣaṇṇaka,सुनिषण्णक,Marsilea quadrifolia,Accepted source,Sunisannaka is correlated to this species,[2]
S,7,Sunisannaka,सुनिषण्णक,suniṣaṇṇaka,सुनिषण्णक,Marsilia minuta Linn.,Accepted source,Identified with it,[1]
S,7,Sunisannaka - prajati,सुनिषण्णक प्रजाति,suniṣaṇṇaka prajāti,सुनिषण्णक प्रजाति,Marsilea quadrifolia Linn.,,,[3]
S,7,Sunthi,शुण्ठी,śuṇṭhī,शुण्ठी,Zingiber officinale Rosc.,,,[3]
S,7,Sunthi,शुण्ठी,śuṇṭhī,शुण्ठी,Zingiber officinale Roscoe,Accepted source,Identified with it,[1]
S,7,Sunthi - prakara,शुण्ठी प्रकार,śuṇṭhī prakāra,त्रिपुटक,Lathyrus sativus Linn.,,,[4]
S,7,Sunthi - prakara,शुण्ठी प्रकार,śuṇṭhī prakāra,त्रिपुटक,Lathyrus sativus Linn.,Most probable,This species was called by the name Triputaka,[1]
S,7,Sunthi - prakara,शुण्ठी प्रकार,śuṇṭhī prakāra,त्रिपुटक,Pisum arvense Linn.,Most probable,This species was called by the name Triputaka,[1]
S,7,Sunthi - prakara,शुण्ठी प्रकार,śuṇṭhī prakāra,शुण्ठी प्रकार,Zingiber mioga Rosc.,,,[3]
S,7,Sunthi - prakara,शुण्ठी प्रकार,śuṇṭhī prakāra,शुण्ठी प्रकार,Zingiber zerumbet Rosc ex Sm.,,,[3]
S,7,Surana,सूरन,sūrana,सूरन,Amorphophallus campanulatus Blume.,,,[3]
S,7,Surana,सूरन,sūrana,सूरन,Amorphophallus campanulatus Blume.,,,[4]
S,7,Surana,सूरन,sūrana,सूरन,Amorphophallus campanulatus Blume.,Accepted source,Identified with it,[1]
S,7,Surana,सूरन,sūrana,सूरन,Amorphophallus campanulatus Blume. Var. blumei Pra,,,[3]
S,8,Surapunnaga,सुरपुन्नाग,surapunnāga,सुरपुन्नाग,Mammea longifolia Planch & Triana.,Accepted source,Identified with this species,[5]
S,8,Surapunnaga,सुरपुन्नाग,surapunnāga,सुरपुन्नाग,Mammea longifolia planch. & Triana.,,,[3]
S,8,Surapunnaga,सुरपुन्नाग,surapunnāga,सुरपुन्नाग,Ochrocarpus longifolius Benth. & Hook.f.,Most probable,Surapunnaga is most probably correlated to this species,[1]
S,8,Surasa,सुरसा,surasā,सुरसी,Clausena pentaphylla DC.,Most probable,Dalhana has identified it with this species but there is a slight confusion as others consider it to be a white variety of Nirgundi,[1]
S,8,Surasa,सुरसा,surasā,सुरसी,Limonia crenulata Roxb.,Most probable,Dalhana has identified it with this species but there is a slight confusion as others consider it to be a white variety of Nirgundi,[1]
S,8,Surasa,सुरसा,surasā,सुरसा,Ocimum sanctum,Accepted source,Identified with it,[1]
S,8,Surasi,सुरसी,surasī,सुरसी,Clausena pentaphylla DC.,Most probable,Dalhana has identified it with this species but there is a slight confusion as others consider it to be a white variety of Nirgundi,[1]
S,8,Surasi,सुरसी,surasī,सुरसी,Limonia crenulata Roxb.,Most probable,Dalhana has identified it with this species but there is a slight confusion as others consider it to be a white variety of Nirgundi,[1]
S,8,Surasi,सुरसी,surasī,सुरसा,Ocimum sanctum,Accepted source,Identified with it,[1]
S,8,Suryavarta,सूर्यावर्त,sūryāvarta,सूर्यावर्त,Helianthus annuus Linn.,Accepted source,Identified with this species,[5]
S,8,Suryavarta,सूर्यावर्त,sūryāvarta,सूर्यावर्त भेद,Malva rotundifolia Linn.,Accepted source,Identified with this species,[5]
S,8,Suryavarta - bheda,सूर्यावर्त भेद,sūryāvarta bheda,सूर्यावर्त,Helianthus annuus Linn.,Accepted source,Identified with this species,[5]
